,etiqueta
373699,5
373702,3
373703,5
373704,5
373705,4
373706,5
373708,5
373709,-1
373710,2
373713,0
373715,3
373716,5
373717,5
373721,5
373722,1
373723,1
373724,5
373727,5
373728,-1
373729,5
373730,5
373732,3
373734,5
373736,5
373737,5
373738,5
373739,1
373740,3
373743,3
373744,5
373747,2
373748,4
373749,1
373750,5
373751,5
373754,3
373755,2
373756,-1
373757,5
373759,5
373760,5
373761,3
373762,5
373764,5
373766,3
373767,5
373770,5
373771,4
373772,5
373773,1
373774,1
373775,3
373777,4
373779,0
373780,5
373782,5
373784,5
373785,5
373786,3
373787,5
373788,0
373790,5
373791,5
373792,5
373793,5
373794,5
373796,4
373797,5
373798,5
373799,4
373801,2
373803,5
373805,5
373806,5
373807,5
373808,0
373811,5
373812,5
373815,5
373816,2
373818,5
373819,5
373820,5
373821,5
373822,3
373824,3
373826,5
373828,3
373829,5
373831,2
373833,5
373834,5
373836,5
373837,5
373838,5
373839,5
373840,5
373842,5
373843,5
373844,4
373845,5
373846,5
373847,5
373848,5
373850,5
373851,5
373852,5
373853,5
373858,5
373859,5
373860,5
373863,5
373864,5
373866,5
373867,3
373868,3
373870,1
373871,5
373872,1
373873,1
373874,1
373875,2
373876,1
373878,5
373879,3
373881,5
373882,5
373885,5
373886,5
373887,5
373888,3
373889,4
373891,5
373893,5
373894,5
373895,5
373897,-1
373898,5
373899,5
373900,2
373901,5
373902,5
373904,4
373907,5
373909,5
373910,2
373912,5
373914,5
373915,4
373917,5
373918,5
373919,5
373920,5
373921,4
373922,5
373923,5
373924,1
373925,5
373927,5
373928,2
373931,5
373934,4
373936,5
373937,5
373938,2
373939,5
373941,5
373942,3
373944,5
373945,5
373946,0
373948,2
373950,5
373951,5
373952,3
373953,3
373954,5
373955,5
373956,5
373957,4
373958,5
373959,5
373960,5
373961,5
373962,5
373963,5
373965,1
373968,5
373969,3
373970,3
373971,5
373972,5
373974,5
373975,1
373976,0
373978,4
373979,5
373980,2
373981,5
373983,5
373984,4
373985,5
373986,1
373987,5
373989,5
373990,5
373991,1
373992,1
373993,5
373997,5
373998,5
373999,5
374000,5
374002,5
374003,5
374005,5
374006,5
374007,5
374010,4
374011,5
374014,3
374015,5
374017,0
374018,5
374019,1
374020,5
374022,5
374023,2
374024,5
374026,5
374027,0
374028,5
374029,5
374031,4
374032,5
374033,1
374035,5
374039,5
374041,1
374042,5
374043,5
374044,1
374046,4
374047,5
374048,5
374049,5
374050,5
374052,5
374055,3
374056,5
374059,1
374062,5
374065,4
374066,3
374067,2
374068,4
374069,4
374070,5
374071,2
374072,5
374073,5
374075,5
374077,5
374078,5
374079,5
374081,5
374082,4
374083,1
374084,0
374085,0
374086,5
374087,5
374088,5
374089,0
374090,5
374092,3
374093,5
374094,5
374095,0
374099,4
374100,2
374101,2
374104,5
374105,5
374106,5
374107,5
374109,3
374111,1
374112,5
374113,5
374115,5
374117,5
374121,0
374122,5
374123,5
374126,5
374127,5
374128,5
374130,1
374131,5
374132,2
374136,2
374138,5
374139,4
374140,0
374142,1
374143,5
374144,5
374145,5
374146,5
374147,5
374149,5
374152,4
374153,5
374154,5
374155,4
374156,5
374158,2
374159,5
374160,5
374161,5
374162,3
374164,5
374165,5
374168,5
374169,2
374170,3
374171,5
374174,5
374176,5
374177,5
374178,5
374180,5
374181,5
374183,5
374186,3
374187,5
374189,5
374190,0
374191,1
374192,5
374194,5
374195,5
374196,5
374197,1
374199,5
374200,5
374201,5
374202,5
374203,5
374204,5
374205,5
374206,4
374207,5
374209,5
374211,5
374212,2
374213,5
374214,5
374215,5
374216,5
374217,5
374220,5
374221,5
374225,4
374226,5
374227,5
374229,5
374231,5
374232,5
374233,5
374236,5
374237,5
374241,5
374242,5
374244,5
374246,5
374249,5
374251,1
374252,1
374254,5
374255,4
374256,5
374257,5
374258,5
374262,5
374263,5
374266,5
374267,2
374268,5
374270,5
374272,5
374273,3
374274,5
374275,5
374277,5
374278,5
374279,5
374280,5
374281,5
374284,3
374285,1
374286,5
374287,2
374288,2
374291,3
374293,5
374294,5
374295,5
374297,4
374299,5
374300,5
374301,0
374302,5
374303,5
374304,5
374305,5
374306,5
374307,5
374308,5
374309,0
374310,4
374313,0
374316,0
374317,5
374318,5
374319,5
374320,2
374322,0
374326,5
374327,1
374328,3
374330,5
374331,0
374332,5
374333,5
374336,5
374337,5
374339,5
374340,4
374341,3
374342,5
374343,5
374344,5
374347,5
374348,5
374349,5
374350,0
374351,5
374352,5
374353,0
374354,2
374355,5
374356,5
374357,2
374359,3
374360,5
374361,2
374363,3
374364,0
374365,0
374366,5
374367,5
374368,2
374370,5
374371,5
374372,5
374373,5
374374,4
374376,5
374378,5
374380,5
374382,5
374384,5
374385,5
374389,2
374390,5
374392,1
374393,5
374394,5
374395,4
374396,2
374399,0
374400,0
374401,5
374402,5
374403,-1
374408,5
374409,3
374410,5
374412,-1
374413,5
374415,2
374416,5
374417,4
374419,5
374420,5
374421,5
374426,2
374428,0
374430,5
374431,5
374432,3
374435,2
374436,4
374437,5
374440,1
374443,5
374444,5
374445,5
374446,5
374448,2
374449,3
374452,5
374454,2
374455,4
374456,5
374457,5
374458,1
374459,3
374460,0
374461,5
374462,5
374464,5
374466,5
374467,5
374470,5
374472,5
374474,3
374477,1
374478,5
374479,5
374480,5
374481,3
374482,5
374483,5
374485,5
374486,5
374487,4
374489,5
374490,2
374492,5
374494,5
374495,5
374496,5
374497,5
374499,5
374502,0
374504,4
374505,2
374507,5
374508,5
374509,0
374510,5
374511,5
374515,5
374517,5
374518,1
374521,5
374523,5
374528,5
374529,1
374530,2
374532,5
374536,4
374537,5
374540,3
374542,5
374543,5
374544,5
374545,5
374548,1
374550,5
374552,0
374553,5
374554,5
374555,5
374556,5
374562,5
374563,5
374565,4
374571,3
374573,5
374577,4
374579,5
374583,5
374584,5
374588,3
374589,1
374590,4
374591,3
374592,5
374596,1
374597,1
374599,5
374600,5
374602,5
374604,5
374605,0
374608,5
374610,4
374617,3
374618,1
374621,5
374622,5
374623,2
374624,1
374626,1
374627,1
374628,1
374630,0
374631,5
374632,5
374633,5
374634,5
374635,3
374637,5
374639,1
374642,5
374643,5
374644,5
374646,5
374647,5
374649,5
374650,5
374653,5
374654,5
374656,5
374657,5
374658,0
374659,5
374660,2
374661,5
374662,5
374663,5
374666,5
374667,2
374670,5
374671,5
374673,0
374676,5
374678,5
374680,5
374682,4
374684,5
374685,5
374686,5
374698,5
374699,5
374701,5
374703,2
374705,5
374707,5
374709,5
374715,5
374717,5
374718,5
374721,5
374722,4
374725,5
374728,5
374732,5
374735,5
374738,5
374740,1
374742,5
374743,5
374746,5
374749,5
374750,5
374751,5
374754,5
374756,-1
374757,0
374758,1
374764,1
374766,5
374767,4
374770,4
374771,0
374772,2
374774,5
374775,5
374776,5
374778,5
374780,5
374781,2
374783,5
374784,3
374785,5
374787,5
374794,2
374795,5
374796,5
374797,5
374798,5
374799,5
374800,5
374804,2
374807,5
374810,5
374811,5
374812,5
374814,1
374815,5
374816,5
374817,5
374818,3
374819,5
374820,1
374821,5
374822,4
374823,5
374824,5
374825,5
374829,3
374830,5
374831,0
374832,5
374836,5
374840,5
374841,5
374842,5
374844,5
374845,5
374848,5
374849,5
374850,4
374851,5
374854,5
374856,5
374858,5
374859,5
374861,2
374864,0
374867,5
374870,5
374871,4
374872,5
374873,5
374874,5
374875,1
374876,5
374878,5
374879,5
374880,5
374881,4
374882,5
374884,0
374885,5
374886,5
374887,1
374890,5
374891,2
374893,4
374895,5
374897,5
374898,3
374899,5
374901,0
374902,5
374903,5
374904,5
374905,5
374906,4
374907,5
374909,5
374910,1
374911,5
374912,5
374913,5
374916,5
374918,5
374919,5
374921,5
374924,5
374927,5
374930,5
374931,5
374935,5
374940,5
374943,5
374945,1
374948,3
374949,5
374950,4
374951,2
374954,5
374955,5
374958,5
374962,5
374963,5
374964,2
374965,3
374966,5
374967,5
374968,5
374969,4
374971,0
374973,5
374977,5
374978,5
374979,5
374980,1
374982,0
374984,5
374985,5
374989,2
374990,0
374991,5
374992,4
374995,5
374997,2
374998,5
375000,5
375001,2
375008,5
375011,5
375012,3
375016,5
375017,5
375019,0
375023,5
375024,5
375025,5
375027,5
375028,5
375029,5
375030,3
375033,5
375034,5
375035,3
375037,5
375039,5
375040,2
375041,5
375043,2
375044,5
375048,5
375049,4
375052,5
375055,3
375056,5
375058,5
375061,5
375062,0
375065,5
375067,5
375070,5
375072,2
375073,0
375076,5
375078,5
375081,2
375083,4
375084,2
375085,5
375086,5
375088,5
375089,5
375091,0
375092,1
375093,5
375095,5
375096,5
375097,5
375099,5
375100,1
375105,5
375106,1
375109,5
375111,2
375112,1
375113,5
375116,3
375117,5
375118,1
375119,1
375120,5
375121,2
375123,4
375124,5
375125,5
375126,5
375132,5
375133,5
375134,5
375135,5
375139,5
375140,4
375142,5
375143,1
375144,5
375146,5
375147,5
375148,5
375150,4
375153,4
375154,5
375157,5
375160,5
375161,4
375163,5
375164,2
375165,5
375166,4
375171,0
375172,5
375173,5
375174,5
375176,5
375178,5
375179,5
375180,3
375181,5
375182,5
375184,0
375185,3
375186,5
375187,5
375188,5
375191,5
375192,5
375193,5
375194,5
375195,5
375197,1
375199,1
375201,3
375203,5
375204,2
375209,5
375211,4
375216,2
375217,5
375219,4
375220,0
375223,5
375224,5
375225,5
375227,5
375229,2
375230,5
375231,3
375232,5
375233,5
375235,5
375238,5
375239,5
375240,5
375243,5
375247,0
375248,5
375250,5
375252,5
375253,5
375254,5
375255,1
375259,4
375260,0
375262,5
375263,5
375268,5
375269,5
375270,4
375272,5
375273,5
375275,5
375279,0
375280,3
375282,5
375283,5
375285,5
375286,5
375287,5
375288,4
375290,5
375292,5
375293,0
375294,1
375295,4
375296,5
375297,5
375299,0
375300,2
375302,5
375307,5
375308,5
375309,5
375310,5
375311,5
375312,2
375313,5
375314,3
375315,5
375316,5
375318,3
375320,4
375322,5
375323,0
375324,2
375325,5
375326,5
375327,5
375330,0
375331,5
375334,5
375339,-1
375340,5
375341,3
375342,2
375344,5
375345,0
375349,5
375351,3
375353,5
375354,5
375355,5
375356,3
375357,5
375359,5
375360,0
375361,-1
375362,5
375363,5
375364,5
375366,5
375369,3
375370,5
375371,5
375372,5
375373,5
375374,5
375375,5
375377,5
375379,5
375380,5
375381,5
375385,5
375387,5
375392,5
375393,5
375395,5
375396,5
375397,5
375398,5
375399,3
375404,5
375406,5
375411,5
375414,5
375415,5
375418,2
375420,5
375421,5
375424,2
375426,5
375427,5
375428,5
375429,4
375431,2
375435,5
375436,5
375441,5
375443,5
375446,1
375449,5
375450,3
375451,5
375452,5
375453,5
375456,5
375459,0
375460,5
375462,5
375466,5
375468,5
375471,5
375473,2
375474,5
375475,5
375476,3
375477,1
375478,5
375479,5
375480,5
375482,5
375483,5
375484,5
375487,0
375488,5
375489,5
375492,5
375494,0
375498,5
375501,1
375502,3
375504,5
375505,5
375506,5
375507,5
375509,1
375510,5
375512,5
375513,5
375514,5
375520,5
375521,5
375524,5
375526,5
375531,2
375537,5
375538,5
375540,5
375541,5
375542,5
375544,5
375548,5
375549,5
375550,3
375552,5
375554,5
375556,5
375559,5
375560,5
375564,3
375566,5
375567,5
375568,3
375569,1
375570,5
375571,0
375572,5
375574,5
375576,5
375577,4
375578,5
375579,5
375580,0
375581,5
375582,5
375585,5
375586,5
375593,0
375596,5
375597,5
375600,5
375602,1
375606,5
375607,4
375608,5
375610,5
375612,5
375613,2
375615,2
375616,4
375617,5
375618,3
375619,5
375620,5
375621,5
375622,3
375623,5
375624,5
375625,5
375628,5
375629,5
375630,5
375633,5
375634,1
375636,5
375641,5
375642,4
375643,4
375644,5
375645,5
375647,2
375650,5
375651,5
375652,5
375654,4
375655,3
375656,2
375657,5
375659,5
375661,5
375662,1
375663,5
375667,1
375670,5
375671,5
375672,5
375673,5
375674,5
375677,5
375679,5
375680,5
375681,5
375682,5
375686,5
375690,5
375691,5
375692,5
375694,5
375695,5
375697,5
375698,5
375701,5
375703,5
375705,3
375707,5
375708,5
375712,5
375713,5
375718,1
375719,5
375720,2
375721,5
375724,5
375725,5
375727,5
375730,0
375734,2
375735,5
375736,3
375738,5
375739,5
375740,5
375744,5
375745,5
375746,5
375747,5
375748,5
375749,1
375750,1
375752,2
375754,5
375755,5
375756,5
375757,5
375761,2
375763,5
375764,4
375766,0
375767,5
375768,5
375769,5
375773,5
375774,5
375775,2
375779,0
375780,5
375783,5
375788,5
375789,5
375790,1
375792,5
375796,5
375798,0
375801,5
375802,5
375803,5
375804,4
375805,5
375808,5
375809,5
375815,5
375816,5
375819,5
375820,3
375824,5
375827,4
375830,5
375831,5
375832,2
375835,5
375837,5
375838,5
375839,3
375840,3
375841,4
375842,2
375843,5
375844,5
375846,5
375848,-1
375849,5
375850,5
375851,5
375852,5
375853,5
375854,0
375855,4
375857,5
375860,5
375872,5
375874,5
375876,5
375881,5
375882,-1
375888,5
375892,5
375893,4
375894,5
375895,0
375900,5
375901,4
375902,2
375903,5
375905,5
375906,4
375908,5
375909,1
375910,5
375911,4
375913,5
375915,5
375916,5
375918,0
375922,5
375925,5
375926,0
375927,5
375928,5
375929,5
375930,0
375931,2
375932,5
375933,5
375935,5
375936,2
375939,5
375940,0
375942,-1
375947,5
375952,5
375953,5
375954,5
375956,5
375957,5
375958,1
375959,1
375961,5
375963,3
375964,5
375969,0
375971,0
375973,5
375976,5
375981,3
375982,0
375984,1
375985,5
375986,5
375988,5
375990,5
375992,5
375995,3
375996,5
375999,3
376000,5
376001,3
376005,5
376007,0
376009,5
376010,5
376011,5
376013,5
376016,0
376017,3
376018,5
376020,5
376022,5
376029,5
376030,5
376032,0
376034,5
376035,5
376038,5
376039,5
376040,0
376043,5
376044,5
376045,2
376046,3
376047,4
376048,5
376056,5
376059,5
376064,5
376066,5
376067,5
376068,5
376069,5
376070,0
376074,5
376077,5
376078,5
376079,1
376081,3
376083,5
376084,5
376085,0
376087,3
376088,0
376091,5
376093,5
376094,5
376095,5
376096,5
376098,2
376099,5
376103,5
376104,4
376105,5
376106,5
376107,5
376108,5
376109,2
376110,5
376113,5
376114,5
376116,5
376118,0
376122,5
376123,5
376124,5
376125,5
376128,5
376129,5
376130,5
376132,0
376133,5
376134,5
376138,5
376140,1
376142,5
376143,0
376144,5
376146,5
376148,5
376152,2
376153,5
376154,5
376157,5
376158,5
376165,5
376168,5
376169,5
376170,5
376171,0
376172,5
376178,5
376180,5
376183,4
376185,1
376187,5
376188,0
376192,5
376194,5
376196,5
376197,5
376203,0
376206,0
376209,-1
376211,0
376212,5
376216,5
376218,5
376220,5
376222,5
376223,5
376226,5
376227,4
376230,5
376231,3
376233,5
376234,5
376235,5
376236,2
376240,5
376244,3
376246,5
376249,5
376253,5
376254,5
376261,5
376263,5
376265,5
376268,5
376269,2
376270,5
376271,3
376272,5
376273,2
376274,5
376276,5
376278,5
376279,5
376280,5
376282,3
376285,5
376286,5
376288,0
376291,0
376292,5
376297,5
376299,0
376301,0
376302,3
376306,3
376312,5
376315,5
376318,5
376319,5
376320,5
376323,5
376324,2
376325,5
376327,5
376328,5
376329,5
376332,2
376334,5
376336,5
376343,5
376344,3
376352,5
376353,0
376354,5
376359,5
376361,5
376365,5
376368,5
376371,3
376373,5
376375,4
376380,5
376381,5
376382,2
376384,3
376389,5
376395,5
376396,5
376397,0
376400,5
376403,2
376404,5
376405,5
376411,5
376412,2
376413,5
376422,5
376424,5
376425,3
376429,5
376432,5
376433,5
376436,0
376437,5
376439,5
376441,5
376442,3
376444,5
376447,5
376448,2
376452,5
376453,5
376454,5
376455,5
376456,5
376457,5
376458,0
376461,5
376462,2
376464,3
376465,5
376467,5
376469,5
376472,5
376473,5
376476,5
376477,5
376478,5
376482,5
376484,5
376487,0
376488,5
376489,-1
376491,5
376493,2
376494,5
376497,5
376498,3
376499,5
376501,4
376503,5
376504,5
376514,5
376515,5
376516,5
376517,5
376519,5
376520,5
376525,5
376526,0
376527,5
376528,3
376529,2
376531,5
376533,1
376536,0
376539,5
376542,5
376543,5
376544,0
376546,4
376547,5
376552,5
376553,5
376558,5
376559,5
376563,3
376564,5
376565,4
376566,5
376569,5
376571,0
376573,5
376575,0
376576,5
376578,5
376579,5
376583,5
376589,5
376590,2
376592,5
376593,5
376594,5
376595,5
376597,1
376598,5
376599,5
376601,4
376602,5
376605,5
376607,5
376608,2
376610,0
376612,5
376615,5
376622,2
376623,5
376624,0
376628,5
376630,2
376631,5
376635,0
376636,5
376637,5
376640,5
376646,5
376647,0
376652,5
376654,5
376658,5
376661,0
376666,1
376667,2
376668,3
376671,1
376672,4
376674,5
376677,5
376678,5
376679,5
376686,5
376687,5
376690,3
376691,5
376693,5
376697,5
376700,3
376708,0
376709,5
376710,5
376713,1
376718,5
376720,0
376722,5
376725,5
376727,5
376728,4
376729,5
376730,2
376731,2
376732,4
376738,5
376741,5
376742,5
376745,5
376748,5
376749,5
376752,5
376756,1
376757,5
376758,5
376759,2
376761,5
376764,5
376769,5
376770,0
376771,5
376774,5
376776,5
376777,5
376778,4
376779,2
376780,5
376782,5
376783,5
376784,0
376786,3
376787,5
376789,5
376792,5
376794,5
376796,5
376798,5
376799,5
376800,5
376801,3
376802,5
376803,1
376805,5
376806,2
376808,3
376811,5
376815,4
376817,2
376819,2
376820,5
376822,5
376825,5
376827,1
376828,5
376830,5
376834,0
376835,5
376838,5
376843,5
376844,0
376846,5
376849,5
376852,3
376853,5
376863,4
376864,5
376866,0
376867,5
376868,0
376872,5
376874,5
376875,5
376878,5
376879,5
376880,1
376881,5
376884,5
376886,5
376887,5
376893,5
376894,5
376895,5
376896,1
376899,5
376900,4
376901,5
376902,5
376903,1
376904,5
376906,3
376907,5
376908,5
376909,2
376911,5
376912,5
376913,5
376914,5
376915,5
376916,5
376917,0
376918,5
376919,5
376920,5
376921,3
376922,5
376925,5
376926,5
376927,5
376928,5
376929,1
376930,5
376931,5
376932,5
376933,5
376934,5
376935,3
376936,5
376937,5
376939,5
376940,5
376941,2
376942,5
376943,4
376944,3
376946,2
376947,5
376951,1
376953,5
376954,5
376955,0
376958,5
376960,5
376961,5
376963,0
376965,5
376966,3
376967,1
376968,5
376969,5
376970,5
376971,3
376972,5
376973,5
376974,5
376976,5
376977,5
376978,5
376980,5
376981,1
376982,4
376984,5
376985,1
376986,5
376988,0
376990,5
376992,5
376993,0
376994,4
376997,5
376998,5
377000,5
377001,5
377002,5
377003,1
377004,5
377005,5
377006,5
377007,5
377008,4
377012,5
377013,2
377014,5
377015,5
377016,5
377017,5
377018,3
377019,5
377021,5
377024,2
377025,5
377026,2
377027,3
377029,1
377031,5
377032,5
377034,5
377036,3
377037,5
377038,5
377039,5
377040,5
377041,5
377043,5
377044,1
377045,5
377046,5
377049,5
377051,5
377052,5
377054,5
377055,2
377057,5
377058,5
377061,5
377062,5
377063,5
377066,5
377067,5
377069,5
377070,5
377071,0
377072,5
377074,3
377076,4
377077,5
377078,3
377079,0
377081,5
377082,4
377083,5
377084,5
377085,5
377086,5
377088,1
377089,5
377090,5
377092,5
377093,1
377094,5
377095,5
377097,5
377100,3
377102,1
377103,3
377104,5
377107,5
377108,0
377109,3
377111,5
377114,3
377115,5
377116,5
377117,2
377119,5
377120,1
377121,5
377122,5
377124,5
377127,5
377128,5
377129,5
377130,5
377131,5
377132,5
377136,0
377137,5
377139,5
377140,5
377144,5
377146,5
377148,5
377150,4
377153,5
377154,5
377155,5
377157,5
377158,5
377162,5
377163,5
377164,5
377165,5
377167,5
377169,5
377171,1
377172,5
377177,3
377178,5
377179,5
377180,5
377185,5
377186,5
377187,2
377189,5
377190,3
377191,5
377192,3
377193,5
377194,5
377195,5
377196,1
377197,5
377200,5
377201,5
377202,5
377203,5
377204,-1
377206,0
377207,3
377208,5
377209,2
377213,5
377214,0
377219,5
377220,5
377221,5
377222,5
377223,2
377224,5
377225,-1
377228,5
377229,5
377231,5
377232,5
377233,-1
377235,5
377236,5
377237,5
377238,3
377242,5
377243,1
377244,3
377246,5
377247,5
377248,0
377249,5
377250,5
377251,5
377253,5
377256,5
377257,2
377258,5
377259,5
377260,5
377261,5
377262,5
377264,5
377266,5
377270,5
377271,4
377273,2
377274,3
377276,5
377277,5
377278,5
377279,5
377282,5
377283,3
377284,5
377286,5
377288,5
377289,5
377290,1
377291,5
377293,5
377294,5
377297,2
377299,5
377301,5
377302,5
377303,2
377304,5
377305,5
377306,5
377307,5
377308,5
377309,5
377311,5
377312,5
377313,1
377314,5
377319,5
377320,2
377322,0
377324,5
377325,1
377326,5
377327,0
377329,5
377330,5
377331,3
377332,5
377334,5
377335,5
377336,4
377339,5
377341,5
377342,5
377343,5
377345,5
377347,5
377348,5
377349,2
377350,5
377351,2
377352,5
377353,1
377355,5
377356,5
377358,1
377359,5
377360,4
377361,5
377362,5
377363,5
377368,5
377369,5
377370,2
377371,-1
377372,5
377373,5
377374,5
377378,3
377379,1
377381,5
377383,5
377384,5
377385,5
377386,5
377388,3
377389,4
377390,5
377393,4
377394,5
377396,5
377401,2
377404,5
377405,5
377406,3
377407,5
377408,1
377411,5
377413,5
377415,5
377416,5
377417,2
377419,4
377420,5
377421,2
377422,5
377424,5
377426,2
377428,5
377429,1
377430,5
377432,3
377433,2
377434,5
377435,2
377436,1
377437,5
377438,5
377439,5
377440,5
377441,4
377442,4
377443,3
377444,5
377445,5
377446,1
377449,2
377450,5
377451,5
377452,5
377454,5
377455,5
377456,5
377457,5
377458,5
377459,5
377460,5
377461,5
377462,5
377466,4
377467,5
377468,5
377469,5
377470,1
377473,5
377475,2
377476,5
377477,5
377479,5
377480,5
377481,3
377482,5
377483,5
377485,5
377486,5
377487,4
377488,5
377489,5
377491,5
377492,5
377495,5
377496,5
377498,5
377499,4
377501,5
377502,1
377504,5
377505,5
377507,1
377508,5
377511,4
377514,2
377516,5
377517,5
377518,5
377523,5
377524,1
377527,5
377528,5
