,etiqueta
368764,5
368767,5
368772,5
368773,3
368774,5
368776,3
368783,0
368786,5
368790,5
368791,4
368793,5
368796,5
368799,1
368803,0
368804,5
368807,5
368808,5
368809,3
368813,5
368815,5
368816,2
368817,5
368819,3
368820,5
368821,5
368822,4
368824,4
368825,5
368827,5
368828,5
368829,5
368831,5
368834,5
368835,5
368836,5
368837,5
368838,5
368839,5
368840,5
368841,5
368842,5
368848,5
368849,0
368852,5
368853,5
368854,0
368855,3
368861,5
368864,2
368865,5
368867,5
368868,5
368870,5
368871,5
368872,5
368874,4
368875,5
368876,3
368880,3
368883,5
368886,5
368887,0
368888,5
368890,5
368891,5
368894,-1
368897,5
368898,5
368901,3
368906,5
368909,2
368910,5
368912,-1
368913,4
368917,2
368920,2
368921,3
368922,1
368925,5
368928,5
368930,5
368932,5
368933,5
368934,0
368936,4
368940,1
368941,5
368946,5
368948,4
368949,5
368950,0
368956,5
368962,4
368964,5
368967,2
368968,0
368969,5
368970,3
368972,5
368973,5
368974,5
368975,5
368981,5
368984,5
368986,5
368988,5
368991,3
368992,5
368995,5
368998,5
369000,5
369003,5
369004,5
369007,5
369011,5
369012,5
369014,4
369015,5
369016,5
369017,5
369018,5
369022,5
369023,5
369025,5
369026,5
369027,5
369028,0
369032,5
369033,0
369035,5
369037,5
369038,2
369040,5
369041,5
369042,5
369043,0
369049,5
369050,5
369053,5
369055,5
369056,5
369057,5
369058,-1
369060,5
369063,5
369064,3
369066,2
369067,5
369068,5
369069,5
369072,5
369074,5
369075,2
369076,5
369079,0
369080,5
369082,5
369083,3
369089,4
369090,5
369093,5
369095,-1
369097,5
369098,2
369104,3
369105,5
369106,5
369107,5
369108,5
369109,5
369110,5
369112,5
369114,0
369117,5
369120,5
369121,5
369125,0
369127,5
369129,3
369131,1
369132,5
369133,5
369137,5
369138,3
369144,5
369148,1
369150,5
369152,5
369154,3
369158,4
369165,4
369166,5
369172,5
369173,5
369174,0
369179,5
369187,5
369190,5
369192,1
369204,5
369207,5
369208,5
369210,5
369211,5
369212,4
369215,5
369216,5
369217,5
369218,5
369220,5
369222,0
369229,5
369230,5
369233,3
369234,5
369235,5
369237,4
369241,2
369242,5
369243,5
369249,2
369251,0
369256,1
369257,4
369259,5
369260,5
369263,5
369268,5
369269,5
369272,5
369273,3
369275,1
369277,4
369278,5
369281,5
369282,0
369285,5
369286,5
369287,5
369288,0
369291,5
369292,5
369295,5
369296,5
369297,5
369299,5
369300,5
369301,5
369302,2
369303,5
369306,5
369309,5
369311,5
369312,5
369315,0
369318,4
369320,5
369322,5
369324,5
369326,5
369328,2
369330,5
369331,4
369333,-1
369334,5
369335,5
369336,3
369339,0
369342,2
369344,2
369349,5
369352,5
369356,5
369358,5
369359,0
369360,5
369362,5
369365,5
369368,5
369369,1
369372,0
369373,5
369374,5
369376,5
369378,5
369379,5
369380,5
369381,3
369383,4
369386,5
369388,5
369391,5
369393,5
369394,5
369397,5
369400,2
369403,5
369404,5
369406,5
369409,5
369410,5
369411,4
369412,4
369413,5
369414,5
369415,5
369416,4
369418,2
369419,5
369420,5
369421,5
369424,5
369426,5
369428,-1
369429,5
369430,5
369431,3
369432,5
369434,0
369436,5
369438,5
369439,5
369440,-1
369441,5
369442,5
369444,5
369445,5
369447,5
369448,0
369449,5
369451,2
369453,5
369455,5
369456,0
369458,5
369459,5
369462,3
369463,5
369464,5
369465,2
369466,5
369468,5
369471,5
369472,3
369474,5
369476,5
369478,5
369479,5
369480,5
369481,2
369483,5
369484,5
369485,5
369486,5
369488,5
369490,5
369491,5
369492,4
369493,5
369495,5
369496,5
369497,5
369499,-1
369500,2
369502,2
369504,5
369505,4
369506,5
369507,0
369508,5
369509,0
369513,3
369514,5
369515,5
369516,5
369517,5
369518,1
369520,5
369521,5
369525,5
369526,2
369527,4
369531,5
369532,0
369533,1
369534,5
369535,5
369536,5
369538,0
369539,5
369540,5
369541,5
369543,5
369544,5
369545,5
369546,1
369548,5
369549,5
369550,5
369551,3
369553,4
369555,5
369556,0
369557,5
369558,5
369559,3
369560,5
369561,5
369562,5
369565,5
369566,5
369568,5
369569,5
369570,3
369571,4
369573,3
369574,5
369575,5
369576,5
369577,5
369578,5
369581,5
369582,5
369583,3
369585,5
369587,5
369588,5
369590,5
369592,2
369593,1
369594,5
369596,5
369597,5
369598,0
369599,5
369601,5
369602,5
369603,5
369604,2
369605,5
369607,4
369608,2
369609,5
369610,5
369614,1
369616,5
369617,5
369618,5
369619,3
369620,5
369621,5
369623,5
369625,1
369626,2
369627,5
369628,5
369629,5
369630,5
369631,5
369633,5
369634,5
369635,2
369636,-1
369637,5
369638,5
369639,5
369640,2
369641,5
369642,3
369646,5
369647,5
369649,5
369650,5
369651,5
369652,5
369654,3
369655,5
369656,0
369658,2
369660,4
369662,1
369663,5
369665,1
369667,2
369668,5
369669,3
369670,4
369672,5
369675,5
369676,0
369677,5
369678,5
369679,5
369682,5
369683,4
369684,1
369685,5
369687,5
369688,5
369690,5
369692,5
369693,2
369694,5
369695,5
369696,5
369700,5
369701,5
369702,5
369703,5
369706,5
369707,4
369708,0
369709,3
369710,4
369711,5
369712,5
369713,5
369714,5
369719,5
369721,5
369723,5
369724,1
369726,5
369728,5
369729,5
369730,5
369731,5
369732,5
369733,5
369734,5
369735,5
369736,5
369737,5
369738,-1
369739,5
369745,3
369746,4
369747,5
369749,4
369750,5
369751,5
369752,3
369754,1
369756,5
369757,5
369759,5
369760,5
369762,5
369763,5
369765,2
369766,2
369767,5
369768,5
369769,5
369770,5
369772,5
369773,4
369776,5
369777,3
369778,5
369779,5
369780,5
369782,5
369783,2
369784,1
369787,5
369790,5
369791,5
369794,5
369795,2
369796,2
369799,3
369800,5
369801,2
369802,5
369804,5
369806,5
369807,3
369808,4
369809,5
369810,5
369811,5
369812,5
369813,5
369814,5
369816,5
369817,5
369818,5
369819,5
369822,5
369823,3
369825,5
369829,1
369830,5
369831,0
369832,3
369834,2
369836,1
369837,3
369840,5
369841,5
369845,5
369846,5
369849,5
369850,3
369851,3
369852,5
369854,5
369855,2
369856,2
369860,5
369861,5
369862,5
369863,5
369864,4
369866,5
369867,5
369868,5
369869,5
369872,5
369875,5
369878,5
369880,5
369883,5
369884,1
369886,5
369888,4
369889,5
369891,5
369892,5
369893,1
369894,5
369895,0
369896,5
369897,5
369898,1
369900,5
369902,3
369903,2
369904,5
369905,5
369906,5
369907,5
369908,4
369909,5
369910,5
369911,5
369913,5
369915,5
369916,5
369917,5
369918,5
369919,5
369920,5
369922,5
369925,5
369926,5
369927,5
369928,2
369929,1
369931,3
369932,2
369934,5
369935,5
369936,4
369937,2
369938,5
369939,5
369942,5
369943,5
369944,0
369946,3
369947,5
369948,1
369949,5
369950,5
369951,5
369952,5
369953,5
369954,5
369955,5
369956,5
369957,5
369958,5
369959,5
369960,5
369961,5
369964,5
369965,5
369967,0
369968,5
369969,5
369970,5
369973,1
369974,1
369975,5
369976,5
369977,5
369978,5
369980,1
369981,5
369982,2
369984,1
369985,3
369986,0
369989,5
369990,5
369991,3
369996,5
369997,3
369999,5
370000,2
370003,1
370004,2
370005,-1
370006,5
370007,5
370008,5
370011,5
370012,5
370013,5
370015,5
370016,5
370017,5
370018,-1
370019,5
370020,5
370021,2
370022,5
370023,5
370025,5
370026,5
370027,1
370028,5
370029,0
370031,-1
370033,5
370034,5
370035,5
370036,5
370037,5
370038,5
370040,1
370042,4
370043,3
370044,4
370045,5
370046,3
370048,5
370049,5
370050,5
370051,4
370052,5
370053,5
370054,5
370055,4
370056,2
370057,4
370058,5
370059,5
370060,5
370061,2
370062,4
370064,5
370065,5
370067,0
370068,3
370069,5
370071,1
370073,3
370075,5
370076,5
370079,4
370080,5
370081,2
370082,5
370084,5
370087,5
370088,0
370089,4
370090,4
370093,5
370094,5
370096,5
370097,0
370098,2
370101,5
370103,5
370105,5
370106,5
370107,4
370108,5
370110,-1
370112,5
370114,5
370115,3
370116,5
370117,3
370118,3
370119,5
370120,5
370121,5
370122,5
370123,5
370124,3
370127,5
370128,5
370130,5
370131,5
370132,5
370133,5
370134,5
370135,5
370137,5
370138,5
370141,5
370142,5
370143,5
370144,2
370145,5
370146,5
370147,2
370148,5
370149,5
370150,-1
370151,1
370152,5
370153,5
370154,4
370158,5
370160,5
370162,5
370164,3
370165,2
370167,2
370168,5
370169,5
370170,3
370171,2
370173,5
370174,0
370175,2
370176,5
370177,5
370178,5
370182,2
370183,5
370184,0
370186,5
370187,5
370188,5
370190,5
370191,5
370192,5
370194,5
370195,5
370197,5
370198,5
370199,5
370201,0
370202,5
370203,5
370205,0
370206,5
370207,5
370209,3
370211,5
370212,5
370214,5
370215,1
370216,5
370217,5
370218,5
370219,5
370220,5
370221,5
370222,-1
370223,5
370224,5
370225,1
370226,5
370227,5
370229,5
370230,5
370231,5
370233,3
370234,1
370236,3
370237,5
370238,5
370240,5
370241,5
370242,5
370243,5
370244,3
370246,5
370247,5
370249,5
370250,0
370251,5
370252,1
370254,5
370255,5
370256,5
370257,5
370258,5
370260,3
370261,5
370262,5
370263,3
370264,1
370265,2
370267,5
370269,5
370270,3
370272,5
370273,5
370274,5
370275,5
370279,4
370280,5
370281,5
370282,5
370284,2
370285,5
370286,5
370288,5
370289,5
370290,5
370292,4
370293,2
370295,3
370299,2
370300,4
370302,5
370303,5
370304,1
370306,5
370307,1
370309,5
370310,2
370311,5
370312,5
370314,5
370318,5
370319,5
370321,5
370324,5
370325,3
370326,5
370327,2
370328,5
370329,5
370330,1
370333,5
370334,5
370335,5
370336,5
370337,5
370340,4
370343,5
370346,5
370347,5
370348,5
370349,4
370351,5
370352,-1
370354,5
370355,2
370358,5
370359,5
370360,4
370361,5
370362,4
370364,4
370367,5
370371,5
370372,3
370373,5
370378,5
370384,5
370385,5
370386,4
370388,4
370389,5
370390,5
370391,5
370394,5
370397,5
370398,5
370399,5
370400,2
370402,5
370403,5
370405,5
370407,4
370410,5
370412,2
370413,5
370414,5
370415,5
370418,3
370419,5
370420,5
370421,2
370423,5
370424,5
370425,5
370428,3
370431,3
370432,0
370433,5
370434,5
370435,5
370438,5
370441,5
370442,5
370443,5
370444,5
370446,5
370447,5
370448,5
370449,5
370450,5
370451,5
370452,5
370454,5
370455,5
370456,5
370457,5
370458,5
370459,5
370460,5
370461,5
370462,5
370463,5
370465,5
370466,4
370467,5
370468,3
370469,3
370470,4
370471,4
370472,5
370473,5
370476,5
370477,-1
370478,5
370479,4
370480,5
370481,5
370482,5
370483,5
370487,5
370488,5
370489,5
370490,5
370491,3
370492,5
370493,5
370494,5
370496,5
370497,5
370498,3
370500,5
370503,4
370504,2
370505,5
370506,3
370507,5
370508,5
370509,2
370510,5
370513,4
370514,5
370515,5
370516,5
370518,2
370519,4
370520,5
370522,2
370523,2
370524,3
370525,5
370527,1
370528,0
370529,5
370531,5
370532,3
370533,5
370534,-1
370535,4
370542,1
370543,2
370544,5
370545,5
370550,3
370551,5
370553,4
370555,5
370556,2
370557,5
370558,2
370559,5
370561,5
370562,5
370564,5
370565,5
370566,5
370567,3
370569,5
370570,1
370571,5
370573,5
370574,5
370575,1
370576,1
370577,5
370578,5
370580,5
370582,5
370583,5
370585,5
370586,5
370589,2
370590,3
370593,1
370594,5
370596,2
370598,5
370599,5
370600,1
370601,2
370602,5
370605,5
370608,5
370609,4
370612,1
370613,0
370614,5
370615,5
370617,2
370618,5
370620,5
370621,2
370625,4
370627,5
370630,0
370631,5
370632,1
370633,3
370634,5
370635,5
370636,5
370637,0
370639,1
370640,5
370642,5
370644,5
370645,5
370646,5
370648,5
370649,3
370651,5
370659,1
370660,4
370663,2
370664,5
370668,5
370670,5
370671,5
370672,5
370677,5
370678,1
370683,5
370685,1
370687,5
370689,1
370691,5
370697,1
370699,0
370702,5
370703,5
370705,5
370707,5
370708,2
370709,5
370710,5
370711,5
370714,4
370718,5
370720,5
370721,4
370723,5
370724,1
370725,5
370727,5
370730,-1
370731,5
370734,5
370735,5
370736,0
370737,0
370738,5
370739,5
370741,5
370744,5
370745,5
370746,5
370748,5
370757,5
370758,5
370759,0
370760,5
370763,5
370764,5
370765,5
370766,5
370767,5
370769,5
370771,5
370773,5
370774,0
370775,5
370776,5
370777,5
370778,5
370779,5
370780,5
370783,3
370784,5
370786,2
370787,5
370788,5
370789,3
370790,5
370791,5
370792,5
370794,5
370795,5
370798,2
370803,5
370804,5
370809,2
370811,5
370812,3
370813,5
370814,5
370815,5
370816,5
370822,5
370824,2
370826,3
370827,3
370828,5
370829,2
370830,5
370834,2
370836,2
370837,5
370838,3
370839,2
370842,5
370844,1
370845,5
370849,5
370852,5
370857,5
370858,5
370859,5
370860,5
370862,3
370864,4
370865,5
370868,5
370869,5
370870,2
370871,5
370872,5
370874,5
370875,5
370876,5
370879,0
370881,5
370882,5
370885,5
370886,5
370887,5
370888,5
370890,5
370891,5
370892,0
370893,4
370894,5
370896,5
370897,5
370898,1
370900,5
370903,5
370907,5
370908,5
370910,5
370912,5
370915,1
370916,1
370917,5
370920,5
370924,5
370926,5
370927,5
370928,1
370929,3
370933,0
370936,-1
370937,5
370938,5
370942,5
370947,5
370948,5
370949,5
370951,5
370952,5
370954,2
370955,5
370957,5
370960,4
370961,5
370962,5
370963,5
370964,5
370966,2
370967,5
370968,5
370969,5
370970,5
370972,5
370973,0
370976,3
370977,5
370980,1
370981,5
370984,5
370987,4
370988,0
370989,1
370990,3
370991,5
370992,5
370993,5
370994,5
370995,5
370997,5
370998,5
370999,5
371000,5
371002,1
371003,5
371004,5
371005,0
371007,1
371008,3
371009,5
371015,5
371018,5
371019,2
371020,2
371021,5
371022,1
371023,5
371024,1
371025,5
371026,5
371027,5
371028,5
371031,4
371033,0
371036,5
371037,5
371038,5
371039,5
371040,5
371041,5
371042,5
371043,1
371044,5
371045,5
371048,5
371051,5
371052,5
371053,5
371054,5
371055,4
371056,5
371058,5
371059,5
371060,5
371061,5
371064,5
371065,5
371066,5
371067,5
371068,0
371071,5
371072,5
371073,4
371075,5
371077,5
371078,5
371080,5
371081,1
371082,5
371083,5
371084,5
371086,5
371088,5
371090,1
371094,0
371095,5
371096,4
371097,5
371098,5
371099,5
371100,5
371104,1
371105,5
371106,5
371108,5
371109,-1
371112,5
371113,1
371115,0
371116,5
371120,5
371121,1
371122,5
371123,5
371124,5
371125,5
371127,5
371129,5
371133,5
371135,5
371136,2
371137,1
371138,5
371139,1
371142,0
371145,5
371148,5
371149,1
371151,3
371152,5
371155,5
371156,5
371157,4
371160,5
371161,5
371164,4
371165,5
371166,5
371175,5
371177,3
371179,5
371181,2
371182,5
371186,1
371189,5
371190,3
371191,5
371194,5
371195,1
371196,5
371198,5
371199,0
371201,5
371203,5
371205,5
371207,1
371208,5
371213,5
371217,5
371220,5
371221,5
371222,2
371224,0
371226,5
371227,3
371228,5
371229,5
371232,1
371233,5
371234,3
371235,0
371236,5
371237,5
371239,3
371242,3
371245,5
371248,5
371251,5
371254,0
371255,5
371256,5
371257,1
371258,5
371260,5
371263,3
371265,5
371269,2
371270,5
371272,1
371276,2
371278,1
371280,0
371282,5
371286,0
371293,1
371295,5
371297,5
371299,5
371300,3
371301,5
371302,5
371303,5
371309,5
371310,3
371311,5
371313,4
371314,5
371315,5
371317,5
371318,1
371321,2
371322,5
371323,5
371324,5
371326,5
371329,5
371330,5
371332,2
371333,1
371334,5
371335,4
371336,2
371337,5
371338,5
371339,5
371340,5
371343,5
371345,5
371346,3
371349,5
371350,0
371352,5
371353,5
371354,5
371356,5
371357,5
371358,5
371361,5
371362,5
371363,4
371365,2
371366,5
371367,5
371370,5
371373,1
371374,5
371378,5
371381,5
371382,5
371383,5
371384,5
371385,5
371388,5
371391,3
371396,2
371399,5
371400,1
371402,3
371403,5
371404,5
371405,5
371406,3
371407,0
371409,5
371410,5
371411,2
371414,4
371417,2
371418,5
371420,5
371421,5
371423,2
371424,5
371425,5
371426,5
371428,5
371430,5
371434,5
371435,0
371439,5
371440,5
371441,5
371442,1
371448,5
371449,5
371450,5
371451,5
371454,5
371455,5
371457,5
371458,5
371459,3
371460,5
371462,5
371463,5
371464,0
371465,5
371468,5
371470,5
371474,2
371475,5
371476,5
371477,5
371481,3
371482,5
371483,2
371484,3
371485,5
371486,1
371487,0
371489,5
371490,5
371493,1
371494,0
371503,3
371505,1
371506,5
371510,5
371511,2
371512,5
371514,5
371517,5
371518,5
371519,5
371520,5
371525,0
371526,5
371527,5
371528,5
371533,5
371535,5
371536,1
371537,5
371539,5
371541,3
371542,5
371544,2
371545,0
371546,4
371548,5
371549,3
371551,1
371558,3
371563,5
371564,5
371565,5
371570,5
371572,3
371573,5
371574,5
371576,5
371580,5
371581,5
371582,5
371585,0
371587,5
371588,5
371589,5
371590,5
371591,5
371592,5
371596,5
371597,1
371598,5
371600,5
371602,2
371605,5
371606,5
371608,5
371609,5
371611,5
371613,5
371615,0
371621,5
371622,2
371624,3
371626,3
371628,3
371630,5
371631,2
371633,5
371636,5
371641,1
371646,5
371648,0
371649,5
371650,5
371652,5
371655,5
371657,1
371662,5
371664,3
371670,5
371681,5
371685,5
371686,2
371688,5
371689,5
371690,0
371691,5
371692,5
371694,2
371696,5
371697,4
371698,5
371701,4
371706,5
371707,5
371709,3
371711,5
371720,5
371721,5
371722,2
371724,5
371727,5
371728,5
371731,5
371732,5
371733,5
371737,5
371739,5
371740,5
371741,5
371743,5
371745,5
371747,5
371748,3
371753,5
371754,5
371756,5
371757,5
371758,1
371759,3
371760,5
371761,5
371763,2
371765,5
371768,5
371769,5
371771,5
371774,5
371777,1
371778,5
371779,2
371780,0
371781,5
371782,3
371783,5
371785,5
371789,5
371790,3
371791,5
371794,5
371798,5
371799,5
371800,5
371801,5
371802,5
371805,1
371806,5
371807,4
371812,5
371814,5
371815,5
371816,2
371817,5
371818,5
371819,5
371822,5
371824,3
371828,3
371829,5
371831,5
371833,2
371835,5
371837,5
371839,5
371840,5
371842,5
371844,5
371846,5
371847,0
371849,2
371851,5
371852,0
371853,5
371854,5
371857,1
371858,5
371860,0
371861,-1
371864,5
371867,5
371869,4
371871,3
371873,5
371874,5
371877,4
371879,5
371881,5
371882,5
371884,5
371886,4
371887,3
371888,-1
371889,5
371894,3
371895,5
371898,5
371900,5
371901,0
371902,5
371903,5
371905,4
371906,5
371907,5
371908,1
371909,1
371910,5
371911,3
371912,4
371914,5
371919,3
371922,5
371928,5
371929,5
371930,0
371931,5
371932,5
371933,5
371934,5
371935,5
371937,4
371938,5
371939,5
371940,5
371942,5
371945,5
371948,5
371950,5
371951,3
371952,5
371953,5
371954,4
371955,5
371956,1
371963,2
371964,5
371965,5
371966,5
371968,3
371969,4
371973,5
371975,0
371977,5
371978,3
371980,5
371981,5
371983,5
371984,1
371988,3
371989,5
371990,5
371995,5
371999,5
372000,2
372004,2
372006,0
372007,5
372012,5
372014,5
372015,5
372017,5
372018,4
372019,5
372021,5
372022,5
372024,0
372025,5
372026,3
372028,5
372032,5
372035,5
372038,3
372039,5
372043,5
372045,5
372046,5
372048,5
372049,5
372050,5
372051,2
372052,5
372053,3
372063,5
372064,0
372066,5
372067,5
372070,5
372074,5
372075,5
372077,5
372078,4
372083,5
372086,5
372087,5
372088,5
372090,5
372091,5
372092,5
372093,5
372094,4
372102,0
372103,3
372104,5
372106,5
372107,5
372108,5
372112,5
372113,5
372122,5
372128,5
372129,5
372130,5
372132,2
372133,5
372135,5
372137,5
372141,5
372142,3
372143,5
372146,5
372151,4
372154,-1
372157,5
372158,5
372160,5
372162,3
372163,5
372165,3
372166,3
372168,5
372169,5
372170,5
372171,5
372176,5
372177,5
372178,3
372180,5
372182,5
372186,5
372187,5
372193,5
372194,5
372195,0
372196,5
372197,5
372198,5
372200,0
372201,1
372202,5
372203,0
372204,5
372206,5
372207,-1
372208,2
372209,5
372211,5
372215,3
372219,5
372220,0
372221,5
372224,5
372225,5
372229,2
372231,5
372237,4
372238,5
372240,5
372241,5
372243,3
372244,5
372246,5
372247,5
372248,5
372250,2
372252,5
372255,5
372261,0
372262,5
372263,4
372267,0
372271,5
372272,5
372276,5
372279,5
372280,5
372282,5
372284,2
372286,5
372290,5
372292,5
372294,5
372295,5
372296,3
372298,5
372299,2
372300,5
372302,5
372303,5
372304,3
372306,5
372307,5
372312,1
372314,0
372317,5
372318,1
372319,4
372320,5
372321,5
372324,1
372330,5
372332,5
372334,0
372335,-1
372337,5
372338,5
372339,5
372340,5
372341,5
372342,5
372343,5
372348,5
372351,5
372352,5
372353,3
372355,5
372357,5
372359,5
372364,5
372366,5
372368,5
372369,5
372370,5
372371,-1
372373,5
372376,5
372381,5
372385,5
372386,5
372387,1
372388,5
372389,5
372390,5
372392,5
372393,0
372394,1
372396,5
372399,1
372400,5
372402,5
372403,1
372407,5
372410,1
372411,5
372418,4
372419,5
372422,3
372425,5
372426,5
372429,5
372430,5
372434,5
372435,3
372438,5
372441,0
372442,5
372445,5
372446,5
372447,4
372448,4
372449,3
372454,5
372455,3
372457,-1
372461,5
372462,3
372463,5
372465,5
372466,5
372468,0
372469,5
372470,5
372475,0
372476,5
372481,5
372487,3
372490,2
372492,5
372493,5
372494,5
372496,1
372498,0
372499,5
372503,5
372504,5
372505,3
372507,5
372509,5
372513,5
372516,5
372517,5
372519,5
372520,5
372521,2
372523,0
372526,5
372527,-1
372528,3
372529,5
372532,5
372533,5
372535,5
372536,4
372537,3
372538,4
372539,5
372541,2
372542,5
372543,2
372549,5
372552,5
372553,5
372555,5
372557,5
372558,5
372560,5
372561,5
372566,5
372570,5
372571,3
372573,5
372575,5
372578,5
372580,2
372583,1
372584,5
372586,5
372587,5
372588,2
372589,5
372594,4
372595,5
372597,5
372598,5
372599,5
372602,0
372606,2
372609,3
372610,5
372614,2
372616,5
372617,3
372620,5
372625,0
372628,5
372633,5
372636,5
372639,5
372644,5
372645,5
372646,5
372649,5
372652,5
372653,5
372654,5
372655,5
372658,0
372660,5
372663,5
372664,5
372667,2
372668,5
372670,5
372671,4
372672,3
372675,5
372676,5
372677,3
372678,5
372679,5
372680,0
372681,5
372683,0
372686,5
372688,1
372690,0
372694,5
372695,5
372696,5
372697,0
372698,3
372699,0
372700,5
372702,0
372703,5
372704,5
372705,3
372707,5
372709,5
372710,5
372713,5
372714,5
372716,4
372717,0
372720,2
372721,5
372722,2
372726,5
372729,5
372730,4
372731,2
372734,2
372736,5
372741,5
372744,5
372745,5
372748,3
372749,5
372750,2
372752,5
372753,5
372755,5
372757,5
372760,5
372762,5
372763,5
372766,5
372767,5
372771,3
372772,5
372773,5
372775,5
372776,1
372778,5
372779,4
372781,5
372783,0
372786,5
372787,0
372788,2
372798,5
372801,5
372802,5
372803,5
372805,5
372811,5
372814,5
372817,2
372819,5
372820,2
372821,5
372825,3
372827,5
372831,5
372832,5
372834,5
372837,2
372841,5
372845,5
372846,5
372850,5
372851,4
372853,0
372858,5
372861,5
372862,2
372865,5
372868,5
372869,5
372870,5
372871,5
372872,5
372877,5
372879,4
372880,5
372882,5
372894,5
372898,1
372901,5
372902,5
372903,5
372904,5
372909,-1
372911,1
372914,5
372917,5
372919,2
372921,5
372922,3
372925,5
372926,5
372929,5
372932,4
372934,5
372936,5
372939,5
372940,5
372945,2
372946,5
372947,2
372951,5
372954,5
372955,5
372961,5
372962,5
372963,5
372965,5
372966,5
372968,5
372969,5
372974,5
372976,5
372981,0
372983,5
372984,5
372985,3
372986,5
372987,4
372994,5
372996,5
372998,5
373004,5
373009,5
373011,4
373014,0
373016,2
373022,5
373023,4
373024,-1
373026,5
373029,3
373031,5
373032,3
373035,5
373037,5
373038,4
373044,0
373045,5
373046,0
373050,5
373051,5
373052,5
373055,5
373057,3
373059,5
373060,5
373061,5
373063,5
373065,0
373069,5
373071,0
373073,5
373083,4
373084,5
373085,5
373087,5
373088,5
373090,2
373092,3
373093,5
373095,5
373096,1
373097,1
373098,1
373100,5
373103,5
373105,5
373109,5
373118,5
373119,5
373120,0
373123,5
373124,5
373125,2
373131,0
373132,5
373134,3
373135,5
373136,5
373137,0
373142,2
373146,5
373148,5
373151,5
373154,4
373155,2
373156,5
373157,5
373158,5
373160,5
373161,5
373162,5
373163,5
373165,5
373166,2
373168,5
373169,5
373170,3
373171,5
373172,5
373176,5
373177,5
373179,5
373180,5
373181,4
373182,3
373183,5
373184,5
373185,5
373186,5
373189,5
373190,5
373191,5
373192,0
373193,2
373194,3
373195,5
373196,5
373197,5
373203,5
373204,5
373207,2
373208,5
373210,5
373212,1
373214,5
373215,5
373216,2
373217,5
373219,1
373220,1
373221,5
373222,3
373223,5
373225,4
373227,5
373228,5
373229,5
373230,5
373231,5
373232,5
373237,5
373238,0
373239,5
373241,5
373242,5
373243,5
373244,5
373245,5
373247,5
373250,5
373251,1
373252,5
373253,5
373254,5
373255,5
373256,5
373258,5
373260,5
373261,2
373262,0
373264,2
373265,5
373267,5
373268,5
373270,5
373271,2
373272,0
373274,5
373275,5
373276,5
373281,5
373282,4
373283,4
373284,5
373285,5
373286,5
373287,5
373288,5
373289,5
373290,5
373291,2
373292,1
373293,2
373294,5
373295,4
373296,5
373297,5
373298,4
373299,4
373301,5
373302,5
373305,5
373306,5
373307,2
373309,2
373310,5
373311,5
373312,5
373313,5
373316,5
373320,2
373321,5
373322,5
373323,5
373324,0
373325,4
373327,5
373328,5
373329,5
373330,5
373332,5
373333,5
373334,2
373335,5
373336,4
373337,3
373339,3
373340,5
373343,5
373345,5
373347,2
373349,5
373350,5
373352,5
373353,5
373355,5
373356,1
373357,5
373358,4
373360,5
373361,2
373363,5
373365,5
373366,5
373367,5
373368,2
373369,-1
373370,5
373371,1
373372,4
373373,5
373375,4
373376,5
373379,5
373380,5
373383,3
373384,5
373385,5
373386,1
373387,2
373388,5
373389,5
373390,5
373391,5
373392,2
373394,5
373397,5
373400,4
373401,5
373402,5
373403,5
373404,3
373405,5
373406,5
373407,5
373408,5
373410,5
373411,2
373412,5
373413,5
373417,5
373418,5
373421,5
373422,5
373424,5
373425,5
373428,3
373429,5
373430,3
373432,5
373434,5
373435,3
373436,5
373437,5
373438,5
373440,0
373442,3
373443,3
373445,5
373447,2
373448,5
373449,1
373450,5
373451,5
373454,5
373455,1
373457,5
373458,5
373461,5
373462,5
373464,2
373465,5
373466,3
373467,5
373468,4
373469,5
373470,5
373471,5
373473,5
373474,5
373475,2
373476,5
373477,5
373478,5
373479,5
373480,5
373481,5
373482,5
373484,5
373485,5
373486,5
373487,5
373488,4
373489,5
373490,5
373491,5
373492,5
373493,2
373494,5
373495,5
373499,5
373505,1
373508,2
373509,2
373510,5
373511,5
373512,5
373513,5
373514,2
373516,5
373517,5
373518,2
373519,5
373520,5
373521,5
373524,5
373526,5
373529,5
373532,5
373533,5
373534,5
373535,5
373536,5
373540,5
373541,5
373544,5
373545,5
373546,3
373547,5
373548,0
373550,5
373551,5
373554,5
373555,3
373556,4
373557,5
373559,4
373560,5
373562,5
373563,5
373564,5
373565,5
373566,5
373568,5
373569,5
373571,5
373572,5
373573,3
373574,4
373575,3
373576,5
373580,5
373581,5
373583,5
373584,2
373585,5
373587,5
373588,5
373589,5
373590,4
373591,5
373592,5
373593,5
373594,5
373596,-1
373597,5
373600,0
373601,1
373602,4
373603,2
373607,5
373608,5
373609,3
373611,2
373612,5
373617,4
373618,5
373620,4
373621,5
373622,5
373623,5
373625,5
373626,3
373629,1
373630,5
373631,1
373632,2
373633,2
373635,2
373636,5
373638,5
373639,5
373640,5
373641,0
373643,5
373645,1
373647,5
373648,3
373650,5
373651,5
373652,5
373653,5
373659,5
373660,5
373661,5
373662,5
373663,5
373665,5
373666,0
373668,5
373669,4
373670,2
373671,5
373675,5
373677,5
373681,5
373682,5
373683,5
373685,5
373688,5
373689,5
373690,5
373691,5
373694,5
373695,5
373697,5
373698,5
